Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Post_Type
UW–Madison Arboretum,uwarboretum,6327,2022-01-12 14:58:49 EST,1/12/22,14:58:49,Photo,38,36,2,0,FALSE,https://www.instagram.com/p/CYpIICkBUeT/,https://www.instagram.com/p/CYpIICkBUeT/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/271628905_5060720210646107_4559736421975259249_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=fUR-9Srck4gAX-1ORfK&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT9pR_W0A-H9bY2I7BwVVxoDNUAfAEicOrsiaPVa83BaOA&oe=625C32FF,,"The 2022 Winter Enrichment series begins soon! February topics include environmental justice and stewardship in a West Atlanta watershed, the beauty and diversity of prairies, the Arboretum Research Symposium, and ways to inspire people about plants at Longenecker Horticultural Gardens. The virtual lectures will be on Thursday mornings, February 3 through April 7, from 10 to 11:30 a.m. Register now, visit our series webpage for more information. Link in bio. You won't want to miss these talks!","WINTER ENRICHMENT 2022 Thursdays, February 3 to April 10-11:30 a.m. February 3 Culture and Conservation: Black Communities Advancing Environmental Justice and Stewardship Dr. Na'Taki Osborne Jelks, West Atlanta Watershed Alliance February 10 All the Little Things Chris Helzer, The Nature Conservancy February 17 Arboretum Research Symposium February 24 Longenecker Horticultural Gardens: Connecting People, Plants, and Place David Stevens, UW Madison Arboretum For full series, visit arboretum.wisc.edu",,,-3.66,Photo
UW–Madison Arboretum,uwarboretum,6309,2022-01-04 13:11:01 EST,1/4/22,13:11:01,Photo,36,35,1,0,FALSE,https://www.instagram.com/p/CYUVbTdB0_u/,https://www.instagram.com/p/CYUVbTdB0_u/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/271237573_892325698010673_8365713878949127885_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=53HV8dBpxjcAX9HCe87&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT-oL9Y5Pve2YSanZJm0YWWU2ihyeXNfhVTDL9ahvDLkTg&oe=625BA2EA,,Escape from the snow by taking some time to learn about rain gardens this winter! You can make one of your own by planting native plants that soak up the rain and help prevent flooding in our area. https://www.ripple-effects.com/rainGardens #soakuptherain,Arboretum UNIVERSIT WISCONSIN- MADISON #SoakUp #SoakUpTheRain TheRain NAva Lake Wingra gave you beautiful blooms-now it's your turn!,,,-3.86,Photo
UW–Madison Arboretum,uwarboretum,6297,2021-12-06 12:40:50 EST,12/6/21,12:40:50,Photo,20,20,0,0,FALSE,https://www.instagram.com/p/CXJm65-LOLi/,https://www.instagram.com/p/CXJm65-LOLi/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/264075114_312223220770679_506219626073404942_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=DLT3MaDPfGcAX84osNX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-a0sjRzJ6-zp0b_SfAiKoX-1dHnJWNXg-gGeDBdPPC0w&oe=6255805A,,Dane County Land & Water Resources Department invites all K–12 students in Dane County to participate in the 2022 Conservation Awareness Poster Contest. The theme is “Healthy Soil: Healthy Life.” This contest aims to connect youth with the natural world and encourages them to deepen their knowledge of soil as a living ecosystem and vital natural resource.,"CONSERVATION POSTER CONTEST All Dane County K-12 students are invited to create a hand-drawn poster sharing the importance of healthy soils for a chance to win prizes! HEALTHY SOIK HEALTHY FOR MORE INFORMATION & ENTRY FORMS, VISIT: LWRD.COUNTYOFDANE. M/POSTERCONTEST",,,-6.9,Photo
UW–Madison Arboretum,uwarboretum,6286,2021-12-03 09:24:43 EST,12/3/21,9:24:43,Photo,171,170,1,0,FALSE,https://www.instagram.com/p/CXBiGPDLi08/,https://www.instagram.com/p/CXBiGPDLi08/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/264061416_144340967942231_6414449525630644018_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Ahzh38SlN94AX8Ff0eD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_6EohvZQg0pAZaIurRhFFTKBHPATVDGMcwUiNXXZBx2Q&oe=625521AF,,Arbey Road #madisonwi #uwmadison #urbanwildlife,,,,1.24,Photo
UW–Madison Arboretum,uwarboretum,6284,2021-12-02 10:25:58 EST,12/2/21,10:25:58,Photo,18,18,0,0,FALSE,https://www.instagram.com/p/CW_ETkYAOni/,https://www.instagram.com/p/CW_ETkYAOni/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/262902814_122429676905248_3403972900306036910_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=bJvRHEwtI0kAX8eydKh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_qHmE7Fx2Kjm2d4vJo4AMF8m_FkAOQXAsrqMWxKozEmA&oe=62569B7B,,"Consider getting involved with the Friends of Lake Wingra! They have a vision for the health of our watershed, and you can make a difference. Sign up for the monthly newsletter to learn more about their goals and how you can help. https://www.lakewingra.org/ #protectourlakes",Arboretum UNIVERSIT VISCONSIN- MADISON #ProtectOurL.akes Love our lakes just as much as this guy?,,,-7.67,Photo
UW–Madison Arboretum,uwarboretum,6271,2021-11-23 18:20:13 EST,11/23/21,18:20:13,Photo,196,196,0,0,FALSE,https://www.instagram.com/p/CWovbf6sOIc/,https://www.instagram.com/p/CWovbf6sOIc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/259557097_420575239604548_2899431517703973846_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=cwbF1Sy-UxUAX__Ptky&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT93vXbjvchHVwucjfjASmadLryW6GSG62xuncIfj_w8qw&oe=6255F539,,Tonight’s sunset over beautiful Lake Wingra and Wingra Woods #nofilter,,,,1.42,Photo
UW–Madison Arboretum,uwarboretum,6251,2021-11-03 15:55:01 EDT,11/3/21,15:55:01,Photo,35,35,0,0,FALSE,https://www.instagram.com/p/CV04C25BIhP/,https://www.instagram.com/p/CV04C25BIhP/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/251990339_581128053145249_1479421822297433722_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=KGnsEhdsP-QAX_UEXGI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-scd9Qc7Oq8CsJWT5yYNG0mQ94KdZ9drMaQrNcpbW71g&oe=62568F94,,What turns your garden green—nutrients—can also turn our lakes green! Keep nutrients out of our lakes and in your soil by composting any yard waste that hasn’t been collected. https://dnr.wisconsin.gov/topic/Recycling/compost.html. #LeafFreeStreets,Arboretum UNIVERSIT WISCONSIN MADISON #LeafFreeStreets #LeafFreeStreets WoU? Which bloom do YOU prefer?,,,-3.94,Photo
UW–Madison Arboretum,uwarboretum,6253,2021-10-29 16:48:04 EDT,10/29/21,16:48:04,Album,30,30,0,0,FALSE,https://www.instagram.com/p/CVoGJQcPxCF/,https://www.instagram.com/p/CVoGJQcPxCF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/249751474_204340821777847_1102925572991686470_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=C7A8612jfUgAX-VykyQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8DamFt0E74u8wn_GXGOOZK2LM-haV6tWL5HgqjbleOMQ&oe=6255B7CF,,Here is Fill the Hill bird quiz Q3. Does a red-bellied woodpecker have a red belly? Swipe for answers! And visit uwflamingos.com by 6 p.m. today (October 29) to make a gift to the Friends of the Arboretum fund (under Find Your Cause) to help the Arboretum meet its most pressing needs. Thank you! #uwmadison #fillthehill,,,,-6.13,Album_Video
UW–Madison Arboretum,uwarboretum,6253,2021-10-29 12:47:14 EDT,10/29/21,12:47:14,Album,21,20,1,0,FALSE,https://www.instagram.com/p/CVnqlbBP-6R/,https://www.instagram.com/p/CVnqlbBP-6R/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/249408051_381825510292272_6793394693905096109_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=VtJ0P4oH8hQAX8WTha1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8-jfUrhzzRri0Cc6fUgHaVOyDnvrGw8t67f89bDuq2Gw&oe=6256C3AE,,Here is Fill the Hill bird quiz Q2: What is a leucistic bird? Swipe for answers! And you can join in the flamingo fun at uwflamingos.com through 6 p.m. today (October 29) and make a gift to the Friends of the Arboretum fund (under Find Your Cause) to help the Arboretum meet its most pressing needs. Link in bio. #uwmadison #fillthehill,,,,-8.76,Album_Video
UW–Madison Arboretum,uwarboretum,6253,2021-10-29 08:56:42 EDT,10/29/21,8:56:42,Album,49,49,0,0,FALSE,https://www.instagram.com/p/CVnQM4vrvvK/,https://www.instagram.com/p/CVnQM4vrvvK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/250464858_478967703593416_2122401438887314971_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=mUIXdW71uAoAX9CYbhu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8ilWlFAFVo3ATyYClZf8J8Xwr_W5Zya7ip6UZ47sIC6Q&oe=6255DA42,,"Fill the Hill is here, and the flamingos are back! We’ll post several “bird quiz” questions throughout the day in honor of our feathered friends. Q1. How do birds get their color? Swipe for answers! And you can join in the flamingo fun at uwflamingos.com through 6 p.m. today (October 29) and make a gift to the Friends of the Arboretum fund (under Find Your Cause) to help the Arboretum meet its most pressing needs. Link in bio. #uwmadison #fillthehill",,,,-3.76,Album_Video
UW–Madison Arboretum,uwarboretum,6253,2021-10-28 18:07:50 EDT,10/28/21,18:07:50,Photo,32,32,0,0,FALSE,https://www.instagram.com/p/CVlqeYTgArL/,https://www.instagram.com/p/CVlqeYTgArL/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/249251196_1049113312559244_2503456413467262242_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=ll-gLWdDCXMAX-3xjEW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9sjyqwLXXnkA6QjW-c1Axeuf-wAtwWgqlsxJL7x9Ikjw&oe=625555EF,,"Fill the Hill is here, and the flamingos are back! Join the feathered fun starting at 5 p.m. today, October 28, through 6 p.m. on October 29.

What started as a playful prank more than forty years ago is now one of the UW’s most treasured traditions. Every flamingo on Bascom Hill represents a gift someone has made to the UW during this period. Join in the flamingo fun at uwflamingos.com and make a gift to the Friends of the Arboretum fund (we're listed under Find Your Cause), which helps the Arboretum meet its most pressing needs. Link in bio.

And tomorrow, stay tuned for bird quiz posts throughout the day!",W FILL THE HILL 2021,,,-4.31,Photo
UW–Madison Arboretum,uwarboretum,6219,2021-10-22 11:15:50 EDT,10/22/21,11:15:50,Album,506,499,7,0,FALSE,https://www.instagram.com/p/CVVej1-LWbt/,https://www.instagram.com/p/CVVej1-LWbt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/246983793_120798110345713_278784073475639428_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=adMFx5_T9PgAX8TCZkH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9-HVDV81uPOKJJFD-RpGCT-HLogzoya1VaBXFxkVCpIg&oe=6256867A,,As the morning fog lifts. #madisonwi #uwmadison #wiwx #prairie,,,,2.75,Album_Video
UW–Madison Arboretum,uwarboretum,6181,2021-10-08 18:17:08 EDT,10/8/21,18:17:08,Photo,173,169,4,0,FALSE,https://www.instagram.com/p/CUyLo8YJCet/,https://www.instagram.com/p/CUyLo8YJCet/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244709895_570941584189402_4824376042528069042_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Y4fJfxggu80AX-fj8fT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_GVk1CJlh1g_pqgbqxZHpaXYnde0RnUnYOnIhTMNRkfg&oe=6255F06B,,"This year's fall color has been slow to emerge. Although day length is the driving force behind color change in foliage, the dry summer combined with the warm fall thus far in the Madison area has resulted in patchy and somewhat lackluster color change. The Arboretum is currently approaching around 20 percent peak color with the expected peak still projected to occur during the fourth week of October.",,,,1.25,Photo
UW–Madison Arboretum,uwarboretum,6182,2021-10-05 10:34:34 EDT,10/5/21,10:34:34,Photo,47,47,0,0,FALSE,https://www.instagram.com/p/CUpoUYQMX8Q/,https://www.instagram.com/p/CUpoUYQMX8Q/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244354214_257560896147931_5744783862137593201_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=l5qpGDiv9RoAX8h8JeC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-dqB3zSJCcmKThVBoikZZzua9dBHRLW9S-kMkfSPBhkg&oe=62561402,,"When leaves enter our lakes, they contribute excess nutrients that can lead to unpleasant algae growth and harm wildlife. Keep leaves off the streets to prevent this from happening! If you live in Dane County, you can sign up to receive alerts 1–2 days before large rain events. More here: https://ripple-effects.com/Leaf-free-Streets. #LeafFreeStreets",Arboretum UNIVERSITY VISCONSIN- -MADISON #LeafFreeStreets Don't leaf me hanging! Remove leaves from the street BEFORE it rains.,,,-2.94,Photo
UW–Madison Arboretum,uwarboretum,6182,2021-10-05 09:13:40 EDT,10/5/21,9:13:40,Photo,119,119,0,0,FALSE,https://www.instagram.com/p/CUpfELYrdxe/,https://www.instagram.com/p/CUpfELYrdxe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/244485949_137495871874692_6947540616372562132_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=-Hs1JK3o4mwAX-jGoYF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT85VBaReKjUj3EotOHvoO7-s0CwdfNBCxSUf9U9yg8wxQ&oe=625670E7,,Autumn hues in the Wisconsin Native Plant Garden #madisonwi #uwmadison #uwfall,,,,-1.16,Photo
UW–Madison Arboretum,uwarboretum,6170,2021-09-23 15:42:36 EDT,9/23/21,15:42:36,Album,106,106,0,0,FALSE,https://www.instagram.com/p/CULSCUUPGb2/,https://www.instagram.com/p/CULSCUUPGb2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/242477622_394152655640993_517706781801320486_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=qFxuFBgRkncAX-rn0_-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_tQa6B26bnIAM5N-Oj-SHwmniJuRIDCvjnIxThr0KcUQ&oe=625688A3,,"Surprise sightings: butterfly-weed and lilac blooms in late September! A number of butterfly-weeds were planted in July in the new short prairie garden behind the Visitor Center. These plants established and grew quickly, and recently produced some flowers. Next year they should bloom at the typical time in early summer. (Purple love grass is blooming in the background). There are also a few lilacs producing blooms in Longenecker Horticultural Gardens. There is an Asiatic lilac variety called ‘Bloomerang’ that reblooms later in the season, but when common lilacs rebloom at this time of year they are reacting to drought stress. Stress-induced reblooms could affect flower production the following spring. #uwmadison #madisonwi #wiwx",,,,-1.74,Album_Video
UW–Madison Arboretum,uwarboretum,6159,2021-09-16 10:52:09 EDT,9/16/21,10:52:09,Photo,31,31,0,0,FALSE,https://www.instagram.com/p/CT4vOoBjlCM/,https://www.instagram.com/p/CT4vOoBjlCM/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/242230925_1038156246725181_4779415222586290328_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=L9eDR5Am0XEAX8wFolU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_IhJyVbfup-bcWt3WpzzSiD7hiv_N8jREDZPv6MW6AEw&oe=62557C35,,"When fall leaves wash into our lakes, they contribute excess nutrients that can lead to unpleasant algae growth and harm wildlife the following summer. Make sure you’re ready to recycle your leaves right, whether it’s by mulching them on your lawn or setting them out for pickup. https://ripple-effects.com/Leaf-free-Streets #LeafFreeStreets",Arboretum UNIVERSIT VISCONSIN MADISON #LeafFreeStreets Keep our lakes clean for feathered friends! ',,,-4.45,Photo
UW–Madison Arboretum,uwarboretum,6119,2021-08-20 18:22:36 EDT,8/20/21,18:22:36,Album,380,378,2,0,FALSE,https://www.instagram.com/p/CS0BUaCrYMZ/,https://www.instagram.com/p/CS0BUaCrYMZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/239466193_580005146697732_5445676007386233922_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=JwdbY_nj7UQAX8BcVbt&_nc_oc=AQk_ctvrP05kq41WcUw13IH7diTGhGAFUk0A2stC2rbMmpclA1_938vbPfpkBdbndlU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_uD5qbhK54R6RRbaBkf_ocu6PmqvbCq5zcJOED3-GmkA&oe=6256344E,,"Now is a great time to visit the prairies and savannas of the Arboretum. Check out the Grady Tract to explore its knolls and Greene Prairie. Plants you may encounter this time of year include blazing-star, rattlesnake master, yellow false foxglove, white sage, swamp milkweed, and more. Much of the plant diversity in Greene Prairie is attributed to Henry Greene himself: he hand planted more than 130 species from 1942 through the early 1960s. #wisconsin #UWMadison #nativeplants #prairies #oaksavannas #ecologicalrestoration",,,,2.07,Album_Video
UW–Madison Arboretum,uwarboretum,6072,2021-06-21 14:33:54 EDT,6/21/21,14:33:54,Album,133,133,0,0,FALSE,https://www.instagram.com/p/CQZHc1nNu9h/,https://www.instagram.com/p/CQZHc1nNu9h/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203810811_787187251940028_1299223120625389738_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=zXhippqX0WgAX_63-GS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8Gp8-6p8p-aNtGBLh5YWl2bURyUO4zxRA2n6VR70La6A&oe=62550B84,,Happy summer! #madisonwi #uwmadison #nativeplants,,,,-1.38,Album_Video
UW–Madison Arboretum,uwarboretum,6046,2021-06-03 13:23:22 EDT,6/3/21,13:23:22,Photo,86,83,3,0,FALSE,https://www.instagram.com/p/CPqpEGZACms/,https://www.instagram.com/p/CPqpEGZACms/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/195780258_490477898943140_1889822253194641574_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Aq7yHmIUQt0AX8h2epe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT831LHtWlk8_e3jcH8-bbV-tjT0yYC_tHDVFwSur-ONdQ&oe=62560D23,,Tick season is in full swing. A collaborative research project called @thetickapp is focused on understanding how people’s activities and practices impact their potential exposure to ticks and Lyme disease. Participants can tell researchers about tick encounters and submit photos of ticks for identification. The Tick App is available on Google Play or the App Store.,,,,-1.6,Photo
UW–Madison Arboretum,uwarboretum,6040,2021-05-21 17:40:48 EDT,5/21/21,17:40:48,Photo,114,114,0,0,FALSE,https://www.instagram.com/p/CPJoMMPBBEY/,https://www.instagram.com/p/CPJoMMPBBEY/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/188576365_936517707112261_3573788311558659592_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=YiYBl-nI46YAX8fCelr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_vH_kJhUwxJbzbHt-0imKygEqZBLE9BddDIc-tr6YirA&oe=6255E7B0,,"Milkweed is emerging at the Arboretum, and a new season of monitoring has begun! Director Karen Oberhauser first spotted milkweed outside the Visitor Center on May 7, and @mlmpcitsci volunteers started monitoring this area last week. In 2020, volunteers monitored 8,024 plants and reported the presence of 281 eggs and 69 caterpillars at 4 sites in the Arboretum. For those interested in becoming a volunteer, MLMP will be hosting a virtual training on June 12, with an optional in-person component at the Arboretum on June 13. Click the link in @mlmpcitsci profile to register.",,,,-1.21,Photo
UW–Madison Arboretum,uwarboretum,6040,2021-05-21 13:00:39 EDT,5/21/21,13:00:39,Photo,36,34,2,0,FALSE,https://www.instagram.com/p/CPJIIuStQwR/,https://www.instagram.com/p/CPJIIuStQwR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/189312160_478234950095337_5900159619249460582_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=SkHwZhj4bW4AX-nXe2O&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8nmCaTuPyDMFg_m3k8Lmg3D6t7BKrpb2rNu8zt5qvDSg&oe=6255FF4B,,"Check out this upcoming training at the Arboretum, with our partners at @mlmpcitsci. #Repost @mlmpcitsci with @make_repost
・・・
Don't forget - we have an upcoming virtual MLMP Training on Saturday, June 12th! If you'd like to purchase an MLMP kit with your training, be sure to sign up by May 31st. 🦋

MLMP kits include monarch life cycle cards, MLMP larval ID clipboard, thermometer, hand lens, Milkweed Monarchs and More field guide, a pencil, and MLMP drawstring field bag.

To register for this event, head to the link in our bio.

#monarchconservation #savethemonarchs #citizenscience","HOSTED BY MJV & THE UW-MADISON ARBORETUM MLMP Training Arboretum UNIVERSITY OF WISCONSIN- VISCONSIN-MADISON MONARCH JOINT VENTURE Virtual Class Saturday, June 12th 2021: 10AM-3PM CST Registration is open until we reach capacity. t1 mlmpcitsci",,,-3.83,Photo
UW–Madison Arboretum,uwarboretum,6020,2021-05-12 14:30:31 EDT,5/12/21,14:30:31,Album,197,197,0,0,FALSE,https://www.instagram.com/p/COyHRJdtwka/,https://www.instagram.com/p/COyHRJdtwka/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/184615469_1017991661938351_2836352384427010019_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=CQ5nbR8GWn8AX_7xM-3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-jWA4lCtIFYsL1cF9VHy26mg-NTe9sgm6k8Ts8szp09A&oe=6255A464,,"It was a productive prescribed fire season at the Arboretum. The fire crew burned units of Curtis and Greene Prairie, outlying properties, and oak savanna restoration sites in the Grady Tract. The crew accomplished many goals, including reducing brush and dead fuels, burning garlic mustard and other invasive species, and improving wildlife habitat. Three fires also met research goals. Next steps are enjoying the growth of native vegetation and, in fall, collecting seed. #uwmadison #wisconsin #rxfire #ecologicalrestoration #fireecology",,,,1.07,Album_Video
UW–Madison Arboretum,uwarboretum,6006,2021-05-07 13:22:46 EDT,5/7/21,13:22:46,Album,222,220,2,0,FALSE,https://www.instagram.com/p/COlHifwNyPS/,https://www.instagram.com/p/COlHifwNyPS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/183229507_894227538098654_780812484476045231_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=hWbTgIsPRlkAX_XyEIy&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9HzzbWBZIJmnq4QcHhNuOCYbarconTFKoAsyIZ6qOM2Q&oe=62569D62,,"Starting last fall, Arboretum staff began to develop a children’s activity area in Longenecker Horticultural Gardens. This project has transformed an underutilized part of the gardens into a functional space for visitors. Families are encouraged to explore pathways, discover plants and animals, and create nature art together. The children’s activity area is located in the southeast corner of the gardens, between the service buildings and entrance to Gallistel Woods. Many thanks to David Stevens, Zane Fuller, and Jennifer Mitchell for their vision and work. #uwmadison #outdooreducation #natureplay #getoutside",,,,1.21,Album_Video
UW–Madison Arboretum,uwarboretum,5997,2021-05-05 09:06:03 EDT,5/5/21,9:06:03,Photo,309,306,3,0,FALSE,https://www.instagram.com/p/COfgkj_N1-K/,https://www.instagram.com/p/COfgkj_N1-K/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/182028230_1064675504061225_213432974123290261_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=EcnokkrlCRIAX9gGs7K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-rsCxlggfyKq_StPsFIDdEo5MElDMSo1lnM3_Q2hqmBw&oe=62567B6A,,"#Repost @bradbellisle with @make_repost
・・・
Up on the rooftop....

Found this guy on the roof of the visitor center at the UW Arboretum. The moon in the background was an added bonus :)
_________
#cranes #sandhillcrane #sandhillcranesofinstagram #uwarboretum #wildlife #wildlifephotography #funnyanimals #madisonphotographymeetup #thecameracompany #naturephotographer #wildlife_brilliance #birdphotography #bird_brilliance #moonset #moon #sonyphotography #wildlife_perfection",t1 bradbellisle,,,2.24,Photo
UW–Madison Arboretum,uwarboretum,5951,2021-04-15 17:29:02 EDT,4/15/21,17:29:02,Album,298,297,1,0,FALSE,https://www.instagram.com/p/CNs6O-djfMm/,https://www.instagram.com/p/CNs6O-djfMm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/174329907_819029725364779_3759344446385685034_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=TJphMymukvwAX_-5NHM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-DZEi6O4pVHv_AQJlXkOb2Tn60EpTtwml9zfSkvMmZOQ&oe=62560349,,"In 1952, with Aldo Leopold’s help, Faville Prairie was designated as Wisconsin's third State Natural Area. The Arboretum and Madison Audubon Society manage Faville’s land care, and the staff have put a lot of work into restoring the remnant prairie. Last week, they did a prescribed burn of about 50 acres. This followed restoration work this winter using a forestry mower to clear 15–18 acres of brush that had encroached over the years. A lot of unique native plant species grow here and should thrive this spring! Many grassland bird species also use this site as habitat. #ecologicalrestoration #rxfire",,,,1.62,Album_Video
UW–Madison Arboretum,uwarboretum,5951,2021-04-15 14:08:07 EDT,4/15/21,14:08:07,Album,54,53,1,0,FALSE,https://www.instagram.com/p/CNsjPYbDAnk/,https://www.instagram.com/p/CNsjPYbDAnk/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/173472179_456204532128936_1904578438491930314_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=G8gbmxpxKPgAX_Pqt2m&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8B1Zc9K5yV3OOQb1DtGmqcrV9D7uBL_hjGhQBze9H3cA&oe=62553667,,Join @uw_socialjusticehub and @sustainuw next week for a panel discussion April 19 at 7 p.m. about outdoor accessibility and inclusive experiences. Info on participating is on the third image.,,,,-3.41,Album_Video
